pin14,street_number,dir,street_name,type,sq_ft,ward,community_area,zoning_classification,tif_district
20262120110000,1249,E,72ND,PL,3123,5,GREATER GRAND CROSSING,M1-2,
20262120120000,1251,E,72ND,PL,3124,5,GREATER GRAND CROSSING,M1-2,
20262120130000,1253,E,72ND,PL,3126,5,GREATER GRAND CROSSING,M1-2,
20262120140000,1257,E,72ND,PL,3122,5,GREATER GRAND CROSSING,M1-2,
20291090340000,1264,W,72ND,ST,3140,17,WEST ENGLEWOOD,RS-2,
20291190060000,1267,W,72ND,PL,3125,17,WEST ENGLEWOOD,RS-2,
20291140280000,1268,W,72ND,PL,3114,17,WEST ENGLEWOOD,RS-2,
20291090290000,1278,W,72ND,ST,3139,17,WEST ENGLEWOOD,RS-2,
20251220080000,1949,E,72ND,PL,4739,5,SOUTH SHORE,RT-4,
20282000100000,348,W,72ND,ST,15328,6,GREATER GRAND CROSSING,B3-2,
20292150010000,813,W,72ND,ST,5825,17,ENGLEWOOD,RS-3,
20281160010000,617,W,73,ST,14698,17,ENGLEWOOD,RS-3,
20291290250000,1221,W,73RD,PL,3119,17,WEST ENGLEWOOD,RS-2,
20291240420000,1244,W,73RD,PL,3112,17,WEST ENGLEWOOD,RS-2,
20291190330000,1260,W,73RD,ST,3125,17,WEST ENGLEWOOD,RS-2,
20291240350000,1262,W,73RD,PL,3113,17,WEST ENGLEWOOD,RS-2,
20291240060000,1269,W,73RD,ST,3113,17,WEST ENGLEWOOD,RS-2,
20291230280000,1302,W,73RD,PL,3315,17,WEST ENGLEWOOD,RS-2,
20262130210000,1316,E,73RD,ST,3129,5,SOUTH SHORE,RS-3,
20291260110000,1451,W,73RD,PL,3615,17,WEST ENGLEWOOD,RS-2,
20262220010000,1501,E,73RD,ST,6249,5,SOUTH SHORE,RT-4,
20282090140000,314,W,73RD,ST,5912,17,GREATER GRAND CROSSING,RM-5,
20282170010000,315,W,73RD,ST,6345,17,GREATER GRAND CROSSING,RT-4,
20291290320000,1274,W,74TH,ST,3117,17,WEST ENGLEWOOD,RS-2,
20291290310000,1274,W,74TH,ST,3117,17,WEST ENGLEWOOD,RS-2,
20291290300000,1274,W,74TH,ST,3117,17,WEST ENGLEWOOD,RS-2,
20291260240000,1450,W,74TH,ST,3615,17,WEST ENGLEWOOD,RS-2,
20291260230000,1452,W,74TH,ST,3617,17,WEST ENGLEWOOD,RS-2,
20262290250000,1522,E,74TH,PL,4998,5,SOUTH SHORE,RS-3,
20262230230000,1530,E,74TH,ST,3776,5,SOUTH SHORE,RS-3,
20251330240000,1749,E,74TH,ST,30247,8,SOUTH SHORE,RS-3,
21301160010000,2445,E,74TH,ST,2283,7,SOUTH SHORE,RT-4,
20282170290000,300,W,74TH,ST,12338,17,GREATER GRAND CROSSING,RT-4,
20282170130000,314,W,74TH,ST,5973,17,GREATER GRAND CROSSING,RT-4,
20281170120000,414,W,74TH,ST,21284,17,ENGLEWOOD,RT-4,
20261270170000,1006,E,75TH,ST,6248,8,GREATER GRAND CROSSING,B3-2,
20263050040000,1041,E,75TH,ST,3123,8,GREATER GRAND CROSSING,C1-2,
20264020030000,1341,E,75TH,ST,3128,5,SOUTH SHORE,B3-2,
20264020080000,1353,E,75TH,ST,3127,5,SOUTH SHORE,B3-2,
20264030410000,1423,E,75TH,ST,2816,5,SOUTH SHORE,B3-2,
20254030350000,2151,E,75TH,ST,1947,8,SOUTH SHORE,C1-2,
20254030040000,2157,E,75TH,ST,6377,8,SOUTH SHORE,C1-2,
20254060420000,2301,E,75TH,ST,31978,7,SOUTH SHORE,B3-2,
21303000030000,2430,E,75TH,ST,2497,7,SOUTH SHORE,B3-2,
21301170120000,2454,E,75TH,ST,7474,7,SOUTH SHORE,B3-2,
21301170170000,2472,E,75TH,ST,9258,7,SOUTH SHORE,B3-2,
21303020010000,2501,E,75TH,ST,6813,7,SOUTH SHORE,B3-2,
21303030030000,2547,E,75TH,ST,3139,7,SOUTH SHORE,B3-2,
21301210200000,2662,E,75TH,ST,3872,7,SOUTH SHORE,B3-3,
21302000030000,2665,E,75TH,ST,6168,7,SOUTH SHORE,B3-3,
21301220150000,2700,E,75TH,ST,5550,7,SOUTH SHORE,B3-3,
21303060050000,2715,E,75TH,PL,4417,7,SOUTH SHORE,RT-4,
21303060060000,2719,E,75TH,PL,3856,7,SOUTH SHORE,RT-4,
20261240300000,834,E,75TH,ST,6283,6,GREATER GRAND CROSSING,B3-2,
20261240330000,834,E,75TH,ST,3127,6,GREATER GRAND CROSSING,B3-2,
20261240320000,834,E,75TH,ST,3124,6,GREATER GRAND CROSSING,B3-2,
20261240310000,834,E,75TH,ST,7124,6,GREATER GRAND CROSSING,B3-2,
20261250270000,900,E,75TH,ST,4035,8,GREATER GRAND CROSSING,B3-2,
20263020010000,901,E,75TH,ST,7157,8,GREATER GRAND CROSSING,C1-2,
20261260320000,946,E,75TH,ST,3124,8,GREATER GRAND CROSSING,B3-2,
20263030050000,947,E,75TH,ST,3126,8,GREATER GRAND CROSSING,C1-2,
20263000370000,818,E,76,ST,3125,6,GREATER GRAND CROSSING,RS-3,
20263040300000,1024,E,76TH,ST,3123,8,GREATER GRAND CROSSING,RS-3,
20263040340000,1024,E,76TH,ST,2736,8,GREATER GRAND CROSSING,RS-3,
20263150010000,1057,E,76TH,ST,19556,8,GREATER GRAND CROSSING,PD 1220,
20264030390000,1420,E,76TH,ST,3123,5,SOUTH SHORE,RS-3,
21303060160000,2716,E,76TH,ST,4679,7,SOUTH SHORE,RT-4,
21303160090000,2731,E,76TH,ST,2611,7,SOUTH SHORE,RS-2,
21303160100000,2733,E,76TH,ST,2608,7,SOUTH SHORE,RS-2,
21304030090000,2827,E,77TH,PL,5876,7,SOUTH SHORE,RT-4,
21304020320000,2835,S,77TH,ST,5774,7,SOUTH SHORE,RT-4,
19253200100000,2951,W,77TH,ST,5687,18,ASHBURN,RS-2,
20294240140000,1137,W,78TH,ST,3398,17,AUBURN GRESHAM,RS-3,
20303140020000,2157,W,78TH,ST,33943,18,AUBURN GRESHAM,RS-2,
20254230190000,2342,E,78TH,ST,3033,7,SOUTH SHORE,RS-2,
21304100080000,2925,E,78TH,ST,2179,7,SOUTH SHORE,RT-4,
21304100130000,2925,E,78TH,ST,851,7,SOUTH SHORE,RT-4,
20331120380000,512,W,81ST,ST,3022,21,CHATHAM,RS-3,
21312040250000,3010,E,79TH,PL,6085,7,SOUTH CHICAGO,RT-4/RS-3,
21312120140000,2957,E,80TH,PL,3656,7,SOUTH CHICAGO,RS-3,
21312120180000,3007,E,80TH,PL,3225,7,SOUTH CHICAGO,RS-3,
21312110220000,3023,E,80TH,ST,3217,7,SOUTH CHICAGO,RS-3,
21312110230000,3023,E,80TH,ST,3459,7,SOUTH CHICAGO,RS-3,
20331120470000,511,W,80TH,ST,3380,21,CHATHAM,RS-3,
20331120460000,513,W,80TH,ST,2656,21,CHATHAM,RS-3,
20331120020000,523,W,80TH,ST,3017,21,CHATHAM,RS-3,
20331120010000,525,W,80TH,ST,3211,21,CHATHAM,RS-3,
20331110040000,537,W,80TH,ST,2999,21,CHATHAM,RS-3,
20321140360000,1232,W,81ST,ST,5287,21,AUBURN GRESHAM,RS-3,
21312180040000,2909,E,81ST,ST,1209,7,SOUTH CHICAGO,RS-3,
21312200130000,2959,E,81ST,PL,3169,7,SOUTH CHICAGO,RS-3,
20331210180000,443,W,81ST,ST,3204,21,CHATHAM,B3-1,
20331210090000,451,W,81ST,ST,12092,21,CHATHAM,B3-1,
20331120410000,504,E,81ST,ST,3018,21,CHATHAM,RS-3,
20331120400000,508,W,81ST,ST,3021,21,CHATHAM,RS-3,
20331210050000,509,W,81ST,ST,2979,21,CHATHAM,RS-3,
20331120390000,510,W,81ST,ST,3017,21,CHATHAM,RS-3,
20331120370000,514,W,81ST,ST,3019,21,CHATHAM,RS-3,
20331200080000,515,W,81ST,ST,3035,21,CHATHAM,RS-3,
20331200150000,518,W,81ST,PL,3036,21,CHATHAM,M1-1,
20331200060000,521,W,81ST,ST,3035,21,CHATHAM,RS-3,
20331200050000,523,W,81ST,ST,3036,21,CHATHAM,RS-3,
20331120330000,524,W,81ST,ST,3213,21,CHATHAM,RS-3,
20331170150000,657,W,81ST,ST,3035,21,AUBURN GRESHAM,RS-3,
20331170140000,659,W,81ST,ST,3038,21,AUBURN GRESHAM,RS-3,
20331170130000,659,W,81ST,ST,3034,21,AUBURN GRESHAM,RS-3,
20331170270000,700,W,81ST,PL,3068,21,AUBURN GRESHAM,RS-3,
20331170260000,700,W,81ST,PL,3073,21,AUBURN GRESHAM,RS-3,
20331170040000,719,W,81ST,,3036,21,AUBURN GRESHAM,RS-3,
20331090280000,720,W,81ST,ST,2717,21,AUBURN GRESHAM,RS-3,
20331170030000,721,W,81ST,ST,3036,21,AUBURN GRESHAM,RS-3,
20331170020000,723,W,81ST,ST,3036,21,AUBURN GRESHAM,RS-3,
21312250020000,2763,E,82,ST,2932,7,SOUTH CHICAGO,RS-3,
21312250080000,2809,E,82,ST,3051,7,SOUTH CHICAGO,RS-3,
21312250090000,2811,E,82,ST,3038,7,SOUTH CHICAGO,RS-3,
19362270470000,2540,W,82ND,PL,5799,18,ASHBURN,RS-2,
21312250070000,2807,E,82ND,ST,3055,7,SOUTH CHICAGO,RS-3,
20351230350000,943,E,82ND,ST,3692,8,CHATHAM,RT-4,
20364020040000,2141,E,83,ST,2505,8,SOUTH CHICAGO,B1-1,
20333000150000,729,W,83,ST,65727,21,AUBURN GRESHAM,M1-2,
19351280360000,3620,W,83RD,ST,1846,18,ASHBURN,RS-2,
19351280350000,3622,W,83RD,ST,2524,18,ASHBURN,RS-2,
19353120120000,3748,W,84TH,PL,1779,18,ASHBURN,RS-2,
19353120110000,3752,W,84TH,PL,1809,18,ASHBURN,RS-2,
19343010060000,4446,W,84TH,ST,9809,18,ASHBURN,RS-2,
19343030010000,4447,W,84TH,ST,13206,18,ASHBURN,RS-2,
19354210540000,3202,W,85TH,PL,5908,18,ASHBURN,RS-2,
20333110120000,648,W,86TH,ST,12408,21,AUBURN GRESHAM,RS-2,
20324300220000,849,W,86TH,,3067,21,AUBURN GRESHAM,B3-1,
21314220350000,2810,E,87,ST,3126,10,SOUTH CHICAGO,B3-2,
21314220360000,2812,E,87,ST,3124,10,SOUTH CHICAGO,B3-2,
21314220370000,2814,E,87,ST,3126,10,SOUTH CHICAGO,B3-2,
21314220380000,2818,E,87,ST,3126,10,SOUTH CHICAGO,B3-2,
21314220390000,2820,E,87,ST,3126,10,SOUTH CHICAGO,B3-2,
21314220400000,2822,E,87,ST,3121,10,SOUTH CHICAGO,B3-2,
21314230390000,2846,E,87,ST,3124,10,SOUTH CHICAGO,B3-2,
21314270380000,3038,E,87,ST,3128,10,SOUTH CHICAGO,RS-3,
20314230300000,1954,W,87TH,ST,2961,18,AUBURN GRESHAM,B1-1,
21313250440000,2438,E,87TH,ST,9180,7,SOUTH CHICAGO,B3-1,
21313280430000,2614,E,87TH,ST,14117,7,SOUTH CHICAGO,B3-1,
21314220410000,2824,E,87TH,ST,3995,10,SOUTH CHICAGO,B3-2,
21314230400000,2848,E,87TH,ST,3125,10,SOUTH CHICAGO,B3-2,
19353370400000,3700,W,87TH,ST,2718,18,ASHBURN,POS-2,
19353370430000,3700,W,87TH,ST,3932,18,ASHBURN,POS-2,
19353370420000,3700,W,87TH,ST,2717,18,ASHBURN,POS-2,
19353370410000,3700,W,87TH,ST,2719,18,ASHBURN,POS-2,
25032050050000,515,E,87TH,PL,4144,6,CHATHAM,RS-2,
20324300360000,906,W,87TH,ST,3130,21,AUBURN GRESHAM,RS-3,
20324280290000,938,W,87TH,ST,6225,21,AUBURN GRESHAM,RS-3,
25032090210000,553,E,88TH,ST,3002,6,CHATHAM,RS-2,
25032100010000,601,E,88TH,ST,3132,6,CHATHAM,RS-2,
25032140060000,617,E,88TH,PL,4708,6,CHATHAM,RS-2,
25051120320000,1336,W,89TH,ST,2480,21,AUBURN GRESHAM,B3-1,
25051120310000,1340,W,89TH,ST,4962,21,AUBURN GRESHAM,B3-1,
25051120300000,1344,W,89TH,ST,4964,21,AUBURN GRESHAM,B3-1,
26062070170000,2844,E,89TH,ST,3320,10,SOUTH CHICAGO,RT-4,
25032190310000,742,E,89TH,PL,2968,6,CHATHAM,RS-2,
25051190280000,,,89TH AND LOOMIS,,3131,21,WASHINGTON HEIGHTS,B3-1,
25051190290000,,,89TH AND LOOMIS,,3125,21,WASHINGTON HEIGHTS,RS-2,
25051190190000,,,89TH AND LOOMIS,,6255,21,WASHINGTON HEIGHTS,B3-1,
25051200240000,1346,W,90TH,ST,12439,21,WASHINGTON HEIGHTS,RT-3.5,
25032260060000,621,E,90TH,ST,6110,6,CHATHAM,RS-2,
25032270180000,706,E,90TH,PL,3058,6,CHATHAM,RS-2,
25032230280000,728,E,90TH,ST,2917,6,CHATHAM,RS-3,
25032230290000,728,E,90TH,ST,2918,6,CHATHAM,RS-3,
25032270140000,741,E,90TH,ST,2874,6,CHATHAM,RS-3,
25042090120000,110,W,91ST,ST,139824,21,CHATHAM,M1-1,
25034040260000,411,E,91ST,PL,4391,6,CHATHAM,RS-2,
25034000120000,429,E,91ST,ST,3143,6,CHATHAM,RS-2,
25034070120000,729,E,91ST,PL,3125,6,CHATHAM,RS-3,
25034070180000,704,E,92,ST,3128,6,CHATHAM,RS-3,
25034040180000,446,E,92ND,ST,3103,6,CHATHAM,RS-2,
25034040200000,452,E,92ND,ST,3102,6,CHATHAM,RS-2,
25034040210000,452,E,92ND,ST,3102,6,CHATHAM,RS-2,
25034060260000,620,E,92ND,ST,3499,6,CHATHAM,RS-2,
25034150100000,625,E,92ND,ST,3134,9,CHATHAM,RS-3,
25023090050000,915,E,92ND,PL,3133,8,BURNSIDE,RS-3,
25023090060000,917,E,92ND,PL,3135,8,BURNSIDE,RS-3,
25023110420000,1022,E,93RD,ST,3124,8,BURNSIDE,B3-1,
25023120370000,1042,E,93RD,ST,4694,8,BURNSIDE,B3-1,
25023120390000,1050,E,93RD,ST,4692,8,BURNSIDE,B3-1,
25023120420000,1058,E,93RD,ST,3416,8,BURNSIDE,B3-1,
25024060420000,1222,E,93RD,ST,4010,8,BURNSIDE,RS-3,
25024140050000,1243,E,93RD,ST,4506,8,BURNSIDE,RS-3,
25024170100000,1537,E,93RD,ST,3143,8,CALUMET HEIGHTS,RS-3,
26063120290000,2638,E,93RD,ST,8276,7,CALUMET HEIGHTS,RS-3,
26063200380000,2727,E,93RD,ST,6347,7,CALUMET HEIGHTS,RS-3,
25034220230000,725,E,93RD,ST,3123,9,CHATHAM,RS-3,
25013240240000,1818,E,95,ST,12256,8,CALUMET HEIGHTS,M1-1,
25082000050000,1143,W,95TH,ST,3198,21,WASHINGTON HEIGHTS,B3-1,
25044120240000,144,W,95TH,ST,2601,21,ROSELAND,B1-1,
25092030100000,201,W,95TH,ST,3867,21,ROSELAND,B1-1,
25092010040000,315,W,95TH,ST,2672,21,ROSELAND,B3-1,
25091060310000,418,W,95TH,,3146,21,WASHINGTON HEIGHTS,RS-2,
25034320320000,658,E,95TH,ST,4852,9,ROSELAND,RS-3,
20081280130000,4949,S,ABERDEEN,ST,3108,16,NEW CITY,RS-3,
20082160010000,5001,S,ABERDEEN,ST,3912,16,NEW CITY,RS-3,
20082160020000,5003,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082160030000,5005,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082160040000,5007,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082150270000,5008,S,ABERDEEN,ST,3146,16,NEW CITY,RS-3,
20082160050000,5011,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082160060000,5015,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082150310000,5018,S,ABERDEEN,ST,3145,16,NEW CITY,RS-3,
20082160090000,5021,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082160100000,5025,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082160130000,5033,S,ABERDEEN,ST,3470,16,NEW CITY,RS-3,
20082160140000,5035,S,ABERDEEN,ST,2764,16,NEW CITY,RS-3,
20082150370000,5036,S,ABERDEEN,ST,3144,16,NEW CITY,RS-3,
20082160150000,5039,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20082150390000,5040,S,ABERDEEN,ST,3144,16,NEW CITY,RS-3,
20082160160000,5041,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084010250000,5100,S,ABERDEEN,ST,5560,16,NEW CITY,B3-2,
20084010260000,5104,S,ABERDEEN,ST,2780,16,NEW CITY,B3-2,
20084010270000,5106,S,ABERDEEN,ST,2780,16,NEW CITY,B3-2,
20084010280000,5108,S,ABERDEEN,ST,2617,16,NEW CITY,B3-2,
20084010290000,5114,S,ABERDEEN,ST,8223,16,NEW CITY,RS-3/B3-2,
20084020070000,5119,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084010340000,5128,S,ABERDEEN,ST,2782,16,NEW CITY,RS-3,
20084020120000,5129,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084010360000,5132,S,ABERDEEN,ST,3253,16,NEW CITY,RS-3,
20084020160000,5137,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084020190000,5149,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084020200000,5153,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084020210000,5155,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084020220000,5157,S,ABERDEEN,ST,3117,16,NEW CITY,RS-3,
20084010440000,5158,S,ABERDEEN,,2870,16,NEW CITY,RS-3,
20084010430000,5158,S,ABERDEEN,,4395,16,NEW CITY,RS-3,
20084090230000,5200,S,ABERDEEN,ST,2987,16,NEW CITY,RS-3,
20084090240000,5204,S,ABERDEEN,ST,2987,16,NEW CITY,RS-3,
20084090250000,5204,S,ABERDEEN,ST,2987,16,NEW CITY,RS-3,
20084090290000,5214,S,ABERDEEN,ST,2986,16,NEW CITY,RS-3,
20084100070000,5215,S,ABERDEEN,ST,2977,16,NEW CITY,RS-3,
20084090310000,5216,S,ABERDEEN,ST,2985,16,NEW CITY,RS-3,
20084090300000,5216,S,ABERDEEN,ST,2986,16,NEW CITY,RS-3,
20084100090000,5221,S,ABERDEEN,ST,3007,16,NEW CITY,RS-3,
20084090390000,5240,S,ABERDEEN,ST,3109,16,NEW CITY,RS-3,
20084100190000,5247,S,ABERDEEN,ST,2990,16,NEW CITY,RS-3,
20084090420000,5248,S,ABERDEEN,ST,3108,16,NEW CITY,RS-3,
20084100200000,5249,S,ABERDEEN,ST,2990,16,NEW CITY,RS-3,
20084090440000,5252,S,ABERDEEN,ST,3108,16,NEW CITY,RS-3,
20084100220000,5253,S,ABERDEEN,ST,3040,16,NEW CITY,RS-3,
20084090450000,5254,S,ABERDEEN,ST,3108,16,NEW CITY,RS-3,
20084090460000,5256,S,ABERDEEN,ST,3137,16,NEW CITY,RS-3,
20084170010000,5301,S,ABERDEEN,ST,2660,16,NEW CITY,RS-3,
20084170020000,5303,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084170030000,5305,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084170050000,5311,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084170060000,5313,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084170070000,5315,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084170100000,5323,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084170220000,5357,S,ABERDEEN,ST,3102,16,NEW CITY,RS-3,
20084250160000,5441,S,ABERDEEN,ST,3000,16,NEW CITY,RS-3,
20204010290000,6710,S,ABERDEEN,ST,2360,17,ENGLEWOOD,RS-3,
20204020070000,6719,S,ABERDEEN,ST,3115,17,ENGLEWOOD,RS-3,
20204020090000,6723,S,ABERDEEN,ST,3117,17,ENGLEWOOD,RS-3,
20204020130000,6733,S,ABERDEEN,,3119,17,ENGLEWOOD,RS-3,
20204020140000,6735,S,ABERDEEN,,3117,17,ENGLEWOOD,RS-3,
20204100040000,6807,S,ABERDEEN,ST,3115,17,ENGLEWOOD,RS-3,
20204090320000,6826,S,ABERDEEN,ST,3118,17,ENGLEWOOD,RS-3,
20204100190000,6847,S,ABERDEEN,ST,3099,17,ENGLEWOOD,RS-3,
20204170290000,6918,S,ABERDEEN,ST,3119,17,ENGLEWOOD,RS-3,
20204170340000,6930,S,ABERDEEN,,3116,17,ENGLEWOOD,RS-3,
20204180160000,6937,S,ABERDEEN,,3082,17,ENGLEWOOD,RS-3,
20204250140000,7026,S,ABERDEEN,ST,3129,17,ENGLEWOOD,RS-3,
20292010340000,7132,S,ABERDEEN,ST,3112,17,ENGLEWOOD,RS-3,
20292180120000,7327,S,ABERDEEN,ST,3111,17,ENGLEWOOD,RS-3,
20081040440000,4758,S,ADA,ST,3101,3,NEW CITY,RS-3,
20081130230000,4855,S,ADA,ST,3001,20,NEW CITY,RS-3,
20081280190000,5000,S,ADA,ST,4136,16,NEW CITY,RS-3,
20081290010000,5001,S,ADA,ST,4070,16,NEW CITY,RS-3,
20081290020000,5003,S,ADA,ST,3110,16,NEW CITY,RS-3,
20081290030000,5005,S,ADA,ST,3110,16,NEW CITY,RS-3,
20081290080000,5015,S,ADA,ST,3110,16,NEW CITY,RS-3,
20081280300000,5022,S,ADA,ST,3108,16,NEW CITY,RS-3,
20081280310000,5024,S,ADA,ST,3108,16,NEW CITY,RS-3,
20083040280000,5124,S,ADA,ST,3122,16,NEW CITY,RT-4,
20083050140000,5125,S,ADA,ST,3119,16,NEW CITY,RT-4,
20083050160000,5131,S,ADA,ST,3119,16,NEW CITY,RT-4,
20083040320000,5134,S,ADA,ST,3122,16,NEW CITY,RT-4,
20083040340000,5140,S,ADA,ST,3122,16,NEW CITY,RT-4,
20083050210000,5143,S,ADA,,3118,16,NEW CITY,RT-4,
20171050130000,5527,S,ADA,ST,3116,16,WEST ENGLEWOOD,RS-3,
20171120280000,5610,S,ADA,ST,3110,16,WEST ENGLEWOOD,RS-3,
20171130070000,5617,S,ADA,,3116,16,WEST ENGLEWOOD,RS-3,
20171210020000,5703,S,ADA,ST,3115,16,WEST ENGLEWOOD,RS-3,
20171200290000,5710,S,ADA,ST,3117,16,WEST ENGLEWOOD,RS-3,
20171200360000,5728,S,ADA,ST,3119,16,WEST ENGLEWOOD,RS-3,
20171200370000,5730,S,ADA,,3119,16,WEST ENGLEWOOD,RS-3,
20171280190000,5800,S,ADA,ST,30382,16,WEST ENGLEWOOD,M1-1,
20171280080000,5830,S,ADA,ST,16628,16,WEST ENGLEWOOD,M1-1,
20171290120000,5831,S,ADA,ST,19762,16,WEST ENGLEWOOD,M1-1,
20173050140000,5921,S,ADA,ST,3120,16,WEST ENGLEWOOD,RS-3,
20173040350000,5932,S,ADA,,3133,16,WEST ENGLEWOOD,RS-3,
20173050180000,5935,S,ADA,ST,3120,16,WEST ENGLEWOOD,RS-3,
20173050220000,5945,S,ADA,ST,3119,16,WEST ENGLEWOOD,RS-3,
20173120260000,6018,S,ADA,ST,3127,16,WEST ENGLEWOOD,RS-3,
20173120270000,6022,S,ADA,ST,3127,16,WEST ENGLEWOOD,RS-3,
20173120280000,6024,S,ADA,ST,3127,16,WEST ENGLEWOOD,RS-3,
20173120290000,6026,S,ADA,ST,3127,16,WEST ENGLEWOOD,RS-3,
20173120320000,6030,S,ADA,ST,3126,16,WEST ENGLEWOOD,RS-3,
20173130030000,6039,S,ADA,ST,3112,16,WEST ENGLEWOOD,RS-3,
20173130060000,6047,S,ADA,ST,3112,16,WEST ENGLEWOOD,RS-3,
20173130100000,6057,S,ADA,ST,3112,16,WEST ENGLEWOOD,RS-3,
20173130110000,6059,S,ADA,ST,3112,16,WEST ENGLEWOOD,RS-3,
20173200310000,6116,S.,ADA,ST,2907,16,WEST ENGLEWOOD,RT-4,
20173210180000,6129,S,ADA,ST,2934,16,WEST ENGLEWOOD,RT-4,
20173200470000,6156,S,ADA,ST,2907,16,WEST ENGLEWOOD,RT-4,
20173300010000,6201,S,ADA,ST,3042,16,WEST ENGLEWOOD,RT-4,
20173300030000,6205,S,ADA,ST,3045,16,WEST ENGLEWOOD,RT-4,
20173300040000,6209,S,ADA,ST,3047,16,WEST ENGLEWOOD,RT-4,
20173300070000,6217,S,ADA,ST,3156,16,WEST ENGLEWOOD,RT-4,
20203040290000,6718,S,ADA,ST,3119,17,WEST ENGLEWOOD,RS-3,
20203050160000,6731,S,ADA,ST,3136,17,WEST ENGLEWOOD,RS-3,
20203050200000,6741,S,ADA,ST,3137,17,WEST ENGLEWOOD,RS-3,
20203050210000,6743,S,ADA,ST,3135,17,WEST ENGLEWOOD,RS-3,
20203050220000,6745,S,ADA,ST,3137,17,WEST ENGLEWOOD,RS-3,
20203040400000,6746,S,ADA,ST,3113,17,WEST ENGLEWOOD,RS-3,
20203120240000,6812,S,ADA,ST,3108,17,WEST ENGLEWOOD,RS-3,
20203200320000,6928,S,ADA,ST,3093,17,WEST ENGLEWOOD,RS-3,
20203200340000,6932,S,ADA,ST,3093,17,WEST ENGLEWOOD,RS-3,
20203210210000,6951,S,ADA,ST,3110,17,WEST ENGLEWOOD,RS-3,
20203210220000,6953,S,ADA,ST,3107,17,WEST ENGLEWOOD,RS-3,
20203290090000,7025,S,ADA,ST,3107,17,WEST ENGLEWOOD,RS-3,
20203290130000,7033,S,ADA,ST,4138,17,WEST ENGLEWOOD,RS-3,
20203290150000,7039,S,ADA,ST,3518,17,WEST ENGLEWOOD,RS-3,
20291140010000,7209,S,ADA,ST,2988,17,WEST ENGLEWOOD,RS-2,
20293150160000,7749,S,ADA,,5326,17,AUBURN GRESHAM,RS-3,
20321050100000,7925,S,ADA,ST,4009,21,AUBURN GRESHAM,RS-3,
25051120330000,8844,S,ADA,ST,2584,21,AUBURN GRESHAM,B3-1,
17182130340000,1742,W,ADAMS,ST,3813,2,NEAR WEST SIDE,C1-3,
16141050250000,3824,W,ADAMS,ST,4573,28,WEST GARFIELD PARK,RM-5,
16141050180000,3844,W,ADAMS,ST,3453,28,WEST GARFIELD PARK,RM-5,
16152110290000,4046,W,ADAMS,ST,3039,28,WEST GARFIELD PARK,RT-4,
16152110280000,4048,W,ADAMS,ST,3036,28,WEST GARFIELD PARK,RT-4,
16152100420000,4106,W,ADAMS,ST,3037,28,WEST GARFIELD PARK,RT-4,
16152100410000,4108,W,ADAMS,,3036,28,WEST GARFIELD PARK,RT-4,
16152100370000,4118,W,ADAMS,ST,3039,28,WEST GARFIELD PARK,RT-4,
16152140140000,4123,W,ADAMS,ST,3032,28,WEST GARFIELD PARK,RT-4,
16152140130000,4127,W,ADAMS,ST,3033,28,WEST GARFIELD PARK,RT-4,
16152100270000,4144,W,ADAMS,ST,3037,28,WEST GARFIELD PARK,RT-4,
16152140040000,4149,W,ADAMS,ST,3045,28,WEST GARFIELD PARK,RT-4,
16152140020000,4153,W,ADAMS,ST,3044,28,WEST GARFIELD PARK,RT-4,
16151060350000,4208,W,ADAMS,ST,3038,28,WEST GARFIELD PARK,RT-4,
16152080290000,4344,W,ADAMS,ST,3469,28,WEST GARFIELD PARK,RT-4,
16151150080000,4441,W,ADAMS,ST,3042,28,WEST GARFIELD PARK,RT-4,
16151100250000,4500,W,ADAMS,ST,3096,28,WEST GARFIELD PARK,RT-4,
16151140140000,4505,W,ADAMS,ST,9160,28,WEST GARFIELD PARK,RT-4,
16162080200000,4817,W,ADAMS,ST,12187,28,AUSTIN,RT-4,
16162080090000,4901,W,ADAMS,ST,6959,28,AUSTIN,RT-4,
16162050430000,4918,W,ADAMS,ST,3736,28,AUSTIN,RT-4,
